industry,sector,factor_metric,factor_display_name,effect_direction,factor_category,threshold
园林工程,建筑和房地产,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
园林工程,建筑和房地产,cashflow_growth,cashflow_growth,Positive,Growth,0.5
园林工程,建筑和房地产,profitability_growth,profitability_growth,Positive,Growth,0.5
园林工程,建筑和房地产,cashflow_generation_TTM,cashflow_generation,Positive,Profitability,0.25
园林工程,建筑和房地产,profitability_Semi,profitability,Positive,Profitability,0.25
基础建设,建筑和房地产,cashflow_growth,cashflow_growth,Positive,Growth,0.5
基础建设,建筑和房地产,profitability_growth,profitability_growth,Positive,Growth,0.5
基础建设,建筑和房地产,cashflow_generation_TTM,cashflow_generation,Positive,Profitability,0.5
基础建设,建筑和房地产,profitability_Semi,profitability,Positive,Profitability,0.25
房地产开发,建筑和房地产,RND,RND,Positive,R&D,0.5
房地产开发,建筑和房地产,RND_growth,RND_growth,Positive,R&D,0.5
房地产开发,建筑和房地产,sales,sales,Positive,Sales,0.5
房地产开发,建筑和房地产,EPTTM,Valuation,Positive,Valuation,0.25
房地产开发,建筑和房地产,cashflow_growth,cashflow_growth,Positive,Growth,0.25
房地产开发,建筑和房地产,profitability_growth,profitability_growth,Positive,Growth,0.25
房地产开发,建筑和房地产,cashflow_generation_TTM,cashflow_generation,Positive,Profitability,0.25
房地产开发,建筑和房地产,profitability_Semi,profitability,Positive,Profitability,0.25
房屋建设,建筑和房地产,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
房屋建设,建筑和房地产,cashflow_growth,cashflow_growth,Positive,Growth,0.5
房屋建设,建筑和房地产,profitability_growth,profitability_growth,Positive,Growth,0.5
房屋建设,建筑和房地产,cashflow_generation_TTM,cashflow_generation,Positive,Profitability,0.25
房屋建设,建筑和房地产,profitability_Semi,profitability,Positive,Profitability,0.25
水泥制造,建筑和房地产,cashflow_growth,cashflow_growth,Positive,Growth,0.5
水泥制造,建筑和房地产,profitability_growth,profitability_growth,Positive,Growth,0.5
水泥制造,建筑和房地产,cashflow_generation_TTM,cashflow_generation,Positive,Profitability,0.25
水泥制造,建筑和房地产,profitability_Semi,profitability,Positive,Profitability,0.25
装修装饰,建筑和房地产,cashflow_growth,cashflow_growth,Positive,Growth,0.5
装修装饰,建筑和房地产,profitability_growth,profitability_growth,Positive,Growth,0.5
装修装饰,建筑和房地产,cashflow_generation_TTM,cashflow_generation,Positive,Profitability,0.25
装修装饰,建筑和房地产,profitability_Semi,profitability,Positive,Profitability,0.25
中压设备,装备制造,RND,RND,Positive,R&D,0.5
中压设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
中压设备,装备制造,profitability_growth,profitability_growth,Positive,Growth,0.25
中压设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
仪器仪表,装备制造,RND,RND,Positive,R&D,0.5
仪器仪表,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
仪器仪表,装备制造,profitability_growth,profitability_growth,Positive,Growth,0.25
仪器仪表,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
低压设备,装备制造,RND,RND,Positive,R&D,0.5
低压设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
低压设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
低压设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
储能设备,装备制造,ARTOS_TTM,earnings_inflation,Negative,Earnings Management,0.5
储能设备,装备制造,RND,RND,Positive,R&D,0.5
储能设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
储能设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
储能设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
光伏设备,装备制造,unlock_proportion,unlock_proportion,Negative,Unlock Event,0.5
光伏设备,装备制造,EPDYNAMIC,Valuation,Positive,Valuation,0.5
光伏设备,装备制造,RND,RND,Positive,R&D,0.25
光伏设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
光伏设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
其它专用机械,装备制造,Leverage,Solvency,Negative,Solvency,0.5
其它专用机械,装备制造,RND,RND,Positive,R&D,0.5
其它专用机械,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
其它专用机械,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
其它专用机械,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
其它电源设备,装备制造,DivYield,Dividend_Yield,Positive,Payout,0.5
其它电源设备,装备制造,RND,RND,Positive,R&D,0.5
其它电源设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
其它电源设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
其它电源设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
其它通用机械,装备制造,RND,RND,Positive,R&D,0.5
其它通用机械,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
其它通用机械,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
其它通用机械,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
冶金矿采化工设备,装备制造,Leverage,Solvency,Negative,Solvency,0.5
冶金矿采化工设备,装备制造,RND,RND,Positive,R&D,0.5
冶金矿采化工设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
冶金矿采化工设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
冶金矿采化工设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
制冷空调设备,装备制造,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
制冷空调设备,装备制造,RND,RND,Positive,R&D,0.5
制冷空调设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
制冷空调设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
制冷空调设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
印刷包装机械,装备制造,cashflow_generation_TTM,cashflow_generation,Positive,Profitability,0.5
印刷包装机械,装备制造,RND,RND,Positive,R&D,0.5
印刷包装机械,装备制造,ESTEP,Valuation,Positive,Valuation,0.25
印刷包装机械,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
印刷包装机械,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
工控自动化,装备制造,profitability_growth,profitability_growth,Positive,Growth,0.5
工控自动化,装备制造,sales_growth,sales_growth,Positive,Growth,0.5
工控自动化,装备制造,RND,RND,Positive,R&D,0.25
工控自动化,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
工控自动化,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
工程机械,装备制造,CFCFOPTTM,Valuation,Positive,Valuation,0.5
工程机械,装备制造,RND,RND,Positive,R&D,0.5
工程机械,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
工程机械,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
机床工具,装备制造,cashflow_growth_TTM,cashflow_growth,Positive,Growth,0.5
机床工具,装备制造,RND,RND,Positive,R&D,0.5
机床工具,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
机床工具,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
机床工具,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
机械基础件,装备制造,RND,RND,Positive,R&D,0.5
机械基础件,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
机械基础件,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
机械基础件,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
楼宇设备,装备制造,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
楼宇设备,装备制造,RND,RND,Positive,R&D,0.5
楼宇设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
楼宇设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
楼宇设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
电机,装备制造,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
电机,装备制造,RND,RND,Positive,R&D,0.5
电机,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
电机,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
电机,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
电网自动化,装备制造,RND,RND,Positive,R&D,0.5
电网自动化,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
电网自动化,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
电网自动化,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
线缆部件及其他,装备制造,RND,RND,Positive,R&D,0.5
线缆部件及其他,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
线缆部件及其他,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
线缆部件及其他,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
计量仪表,装备制造,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
计量仪表,装备制造,RND,RND,Positive,R&D,0.5
计量仪表,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
计量仪表,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
计量仪表,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
运输设备,装备制造,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
运输设备,装备制造,ESTEP,Valuation,Positive,Valuation,0.5
运输设备,装备制造,RND,RND,Positive,R&D,0.25
运输设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.25
运输设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
重型机械,装备制造,RND,RND,Positive,R&D,0.5
重型机械,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
重型机械,装备制造,ESTEP,Valuation,Positive,Valuation,0.25
重型机械,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
金属制品,装备制造,RND,RND,Positive,R&D,0.5
金属制品,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
金属制品,装备制造,ESTPEG,Valuation,Negative,Valuation,0.25
金属制品,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
风电设备,装备制造,RND,RND,Positive,R&D,0.5
风电设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
风电设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
风电设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
高压设备,装备制造,TOTALACCRUAL,earnings_inflation,Negative,Earnings Management,0.5
高压设备,装备制造,RND_growth,RND_growth,Positive,R&D,0.5
高压设备,装备制造,RND,RND,Positive,R&D,0.25
高压设备,装备制造,SPTTM,Valuation,Positive,Valuation,0.25
高压设备,装备制造,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
其他采掘,资源,RND_growth,RND_growth,Positive,R&D,0.5
其他采掘,资源,RND,RND,Positive,R&D,0.5
其他采掘,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.25
稀有金属,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
稀有金属,资源,EPTTM,Valuation,Positive,Valuation,0.5
稀有金属,资源,RND_growth,RND_growth,Positive,R&D,0.25
稀有金属,资源,RND,RND,Positive,R&D,0.25
采掘,资源,SPTTM,Valuation,Positive,Valuation,0.5
采掘,资源,RND_growth,RND_growth,Positive,R&D,0.5
采掘,资源,RND,RND,Positive,R&D,0.25
采掘,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.25
采掘服务,资源,RND_growth,RND_growth,Positive,R&D,0.5
采掘服务,资源,RND,RND,Positive,R&D,0.5
采掘服务,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.25
金属非金属新材料,资源,RND_growth,RND_growth,Positive,R&D,0.5
金属非金属新材料,资源,RND,RND,Positive,R&D,0.5
金属非金属新材料,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.25
钢铁,资源,RND_growth,RND_growth,Positive,R&D,0.5
钢铁,资源,RND,RND,Positive,R&D,0.5
钢铁,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.25
铅锌,资源,RND_growth,RND_growth,Positive,R&D,0.5
铅锌,资源,RND,RND,Positive,R&D,0.5
铅锌,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.25
铜,资源,profitability_TTM,profitability,Positive,Profitability,0.5
铜,资源,RND,RND,Positive,R&D,0.5
铜,资源,RND_growth,RND_growth,Positive,R&D,0.25
铜,资源,unlock_proportion,unlock_proportion,Negative,Unlock Event,0.25
铜,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.25
铝,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
铝,资源,RND,RND,Positive,R&D,0.5
铝,资源,RND_growth,RND_growth,Positive,R&D,0.25
黄金,资源,DivYield_growth,Dividend_Yield,Positive,Payout,0.5
黄金,资源,RND,RND,Positive,R&D,0.5
黄金,资源,RND_growth,RND_growth,Positive,R&D,0.25
公交,运输,profitability_Semi,profitability,Positive,Profitability,0.5
公交,运输,cashflow_generation_Semi,cashflow_generation,Positive,Profitability,0.5
公交,运输,ESTEP,Valuation,Positive,Valuation,0.25
机场,运输,profitability_Semi,profitability,Positive,Profitability,0.5
机场,运输,cashflow_generation_Semi,cashflow_generation,Positive,Profitability,0.5
机场,运输,SPTTM,Valuation,Positive,Valuation,0.25
港口,运输,DebtTA,Solvency,Negative,Solvency,0.5
港口,运输,ESTEP,Valuation,Positive,Valuation,0.5
港口,运输,profitability_Semi,profitability,Positive,Profitability,0.25
港口,运输,cashflow_generation_Semi,cashflow_generation,Positive,Profitability,0.25
物流,运输,profitability_Semi,profitability,Positive,Profitability,0.5
物流,运输,cashflow_generation_Semi,cashflow_generation,Positive,Profitability,0.5
物流,运输,SPTTM,Valuation,Positive,Valuation,0.25
运输,运输,noncashsales_growth_Semi,earnings_inflation,Negative,Earnings Management,0.5
运输,运输,profitability_Semi,profitability,Positive,Profitability,0.5
运输,运输,cashflow_generation_Semi,cashflow_generation,Positive,Profitability,0.25
运输,运输,SPTTM,Valuation,Positive,Valuation,0.25
高速公路,运输,ESTEP,Valuation,Positive,Valuation,0.5
高速公路,运输,cashflow_generation_Semi,cashflow_generation,Positive,Profitability,0.5
高速公路,运输,profitability_Semi,profitability,Positive,Profitability,0.25
保险,金融,profit_variability,profit_variability,Negative,Earnings Variability,0.5
保险,金融,MARKET_CAP,Size,Positive,Size,0.5
保险,金融,profitability_TTM,profitability,Positive,Profitability,0.25
保险,金融,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
多元金融,金融,profit_variability,profit_variability,Negative,Earnings Variability,0.5
多元金融,金融,profitability_TTM,profitability,Positive,Profitability,0.5
多元金融,金融,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
证券,金融,RND,RND,Positive,R&D,0.5
证券,金融,RND_growth,RND_growth,Positive,R&D,0.5
证券,金融,profit_variability,profit_variability,Negative,Earnings Variability,0.25
证券,金融,profitability_TTM,profitability,Positive,Profitability,0.25
证券,金融,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
银行,金融,profitability_TTM,profitability,Positive,Profitability,0.5
银行,金融,MARKET_CAP,Size,Positive,Size,0.5
银行,金融,profit_variability,profit_variability,Negative,Earnings Variability,0.25
银行,金融,profitability_growth_Semi,profitability_growth,Positive,Growth,0.25
